id_empleado;edad;genero;departamento;antiguedad_empresa;nivel_educativo;sector;frecuencia_uso_ia;herramienta_principal;prefiere_humano_vs_ia;AT1_rendimiento;AT2_facilita_aprendizaje;AT3_facilidad_uso;AT4_integracion_positiva;AE1_resolver_problemas;AE2_confianza_digital;AE3_uso_eficaz;AE4_seguridad_aplicacion;M1_estimulante;M2_aumenta_interes;M3_aporta_valor;M4_mayor_esfuerzo;E1_adaptacion;E2_feedback_util;E3_aplicable_trabajo;E4_aprendizaje_ritmo;D1_mejora_competencias;D2_preparado_retos;D3_amplia_habilidades;D4_aprendizaje_autonomo;C1_confio_sin_verificar;C2_dificil_sin_ia;C3_pensamiento_critico;C4_reflexiono_calidad;open_positive_experience;open_difficulties_and_training_needs;usa_chatgpt;usa_gemini;usa_copilot;usa_lms_ia;usa_otra_ia;survey_completed_at
54;35;Hombre;Otro;3–5 años;Formación Profesional;Otro;1 – Nunca;No utilizo IA;7 – Totalmente de acuerdo;4 – Ni de acuerdo ni en desacuerdo;5 – Algo de acuerdo;5 – Algo de acuerdo;4 – Ni de acuerdo ni en desacuerdo;5 – Algo de acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;3 – Algo en desacuerdo;3 – Algo en desacuerdo;6 – De acuerdo ;3 – Algo en desacuerdo;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;3 – Algo en desacuerdo;4 – Ni de acuerdo ni en desacuerdo ;4 – Ni de acuerdo ni en desacuerdo ;4 – Ni de acuerdo ni en desacuerdo ;1 – Totalmente en desacuerdo;7 – Totalmente de acuerdo;4 – Ni de acuerdo ni en desacuerdo ;7 – Totalmente de acuerdo;Lo veo como una herramienta de apoyo pero no para depender de ella ;No contrastar la información que te da y darlo todo por bueno sin verificarlo ;False;False;False;False;False;2026-04-15T09:00:53
55;33;Mujer;Dirección / Gestión;3–5 años;Máster;Tecnología;4 – Frecuentemente;ChatGPT;4 – Ni de acuerdo ni en desacuerdo ;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;Rapidez en la búsqueda de información ;Falta de comprobacion;True;True;False;False;False;2026-04-15T09:00:54
56;32;Mujer;Tecnología / IT;Más de 5 años;Formación Profesional;Tecnología;4 – Frecuentemente;ChatGPT;4 – Ni de acuerdo ni en desacuerdo ;6 – De acuerdo;6 – De acuerdo;6 – De acuerdo;6 – De acuerdo;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;1 – Totalmente en desacuerdo;4 – Ni de acuerdo ni en desacuerdo ;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;Gran ayuda a la hora de explicar un tema;Te ayuda en función de lo que ya sabe de ti. ;True;False;True;False;False;2026-04-15T09:00:55
57;33;Hombre;Tecnología / IT;Más de 5 años;Grado;Banca / Finanzas;4 – Frecuentemente;ChatGPT;2 – En desacuerdo;6 – De acuerdo;6 – De acuerdo;5 – Algo de acuerdo;7 – Totalmente de acuerdo;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;3 – Algo en desacuerdo;4 – Ni de acuerdo ni en desacuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;3 – Algo en desacuerdo;1 – Totalmente en desacuerdo;5 – Algo de acuerdo ;6 – De acuerdo ;Poder atacar proyectos de forma más rápida y menor número de errores;Muchas veces el trabajo realizado no alcanza los estándares óptimos o forma de trabajar dentro de la empresa;True;False;False;False;False;2026-04-15T09:00:56
58;27;Mujer;Recursos Humanos;3–5 años;Máster;Consultoría;3 – A veces;Otra;6 – De acuerdo;7 – Totalmente de acuerdo;5 – Algo de acuerdo;7 – Totalmente de acuerdo;6 – De acuerdo;6 – De acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;3 – Algo en desacuerdo;4 – Ni de acuerdo ni en desacuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;3 – Algo en desacuerdo;7 – Totalmente de acuerdo;4 – Ni de acuerdo ni en desacuerdo ;6 – De acuerdo ;7 – Totalmente de acuerdo;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;3 – Algo en desacuerdo;3 – Algo en desacuerdo;6 – De acuerdo ;7 – Totalmente de acuerdo;Adaptación de contenido y ritmo;Fiabilidad, sesgo de confirmación ;True;False;True;False;False;2026-04-15T09:00:57
59;26;Hombre;Tecnología / IT;Más de 5 años;Grado;Tecnología;3 – A veces;ChatGPT;5 – Algo de acuerdo;5 – Algo de acuerdo;5 – Algo de acuerdo;6 – De acuerdo;5 – Algo de acuerdo;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;4 – Ni de acuerdo ni en desacuerdo ;4 – Ni de acuerdo ni en desacuerdo ;4 – Ni de acuerdo ni en desacuerdo ;5 – Algo de acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;3 – Algo en desacuerdo;3 – Algo en desacuerdo;7 – Totalmente de acuerdo;6 – De acuerdo ;Es una herramienta que ayuda con problemas específicos y que se puede consultar en cualquier momento, siempre teniendo en cuenta que no es 100% fiable en todos los casos;Existen muchos sesgos y comportamientos extraños de la IA, a veces tiene alucinaciones y se inventa repuestas, entra en bucle o te da la razón sin sentido ninguno. Es una herramienta que te proporciona atajos y conocimiento directo, pero que muchas veces es poco fiable.;True;False;False;True;True;2026-04-15T09:00:58
60;50;Hombre;Tecnología / IT;Más de 5 años;Grado;Tecnología;4 – Frecuentemente;ChatGPT;5 – Algo de acuerdo;6 – De acuerdo;6 – De acuerdo;6 – De acuerdo;6 – De acuerdo;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;"Me resulta muy interesante porque es como tener un asistente al lado y te ayuda a la hora de enfrentarte a la ""página en banco"" sobre una primera idea. Después uno empieza a pensar más rápido y surgen las ideas.";Que te haga demasiado dependiente de ella o cuando no tengamos acceso a la misma. Nos han creado la necesidad y después será más difícil trabajar sin ella, pero antes no la teníamos.;True;False;False;False;False;2026-04-15T09:00:59
61;35;Hombre;Operaciones / Producción;Más de 5 años;Formación Profesional;Servicios;3 – A veces;ChatGPT;5 – Algo de acuerdo;6 – De acuerdo;6 – De acuerdo;6 – De acuerdo;6 – De acuerdo;3 – Algo en desacuerdo;6 – De acuerdo ;5 – Algo de acuerdo ;3 – Algo en desacuerdo;6 – De acuerdo ;3 – Algo en desacuerdo;3 – Algo en desacuerdo;5 – Algo de acuerdo ;3 – Algo en desacuerdo;5 – Algo de acuerdo ;2 – En desacuerdo;7 – Totalmente de acuerdo;2 – En desacuerdo;3 – Algo en desacuerdo;3 – Algo en desacuerdo;6 – De acuerdo ;1 – Totalmente en desacuerdo;2 – En desacuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;Me facilita otros métodos de aprendizaje;No es del todo fiable;True;False;False;False;False;2026-04-15T09:01:00
62;44;Hombre;Tecnología / IT;Menos de 1 año;Formación Profesional;Tecnología;5 – Muy frecuentemente;Gemini;1 – Totalmente en desacuerdo;1 – Totalmente en desacuerdo;1 – Totalmente en desacuerdo;1 – Totalmente en desacuerdo;1 – Totalmente en desacuerdo;1 – Totalmente en desacuerdo;1 – Totalmente en desacuerdo;1 – Totalmente en desacuerdo;1 – Totalmente en desacuerdo;1 – Totalmente en desacuerdo;1 – Totalmente en desacuerdo;1 – Totalmente en desacuerdo;1 – Totalmente en desacuerdo;3 – Algo en desacuerdo;1 – Totalmente en desacuerdo;1 – Totalmente en desacuerdo;4 – Ni de acuerdo ni en desacuerdo ;1 – Totalmente en desacuerdo;1 – Totalmente en desacuerdo;1 – Totalmente en desacuerdo;1 – Totalmente en desacuerdo;1 – Totalmente en desacuerdo;1 – Totalmente en desacuerdo;1 – Totalmente en desacuerdo;1 – Totalmente en desacuerdo;bunty;a;True;True;True;True;False;2026-04-15T09:01:01
63;39;Hombre;Operaciones / Producción;Más de 5 años;Doctorado;Servicios;3 – A veces;Copilot;7 – Totalmente de acuerdo;5 – Algo de acuerdo;4 – Ni de acuerdo ni en desacuerdo;5 – Algo de acuerdo;5 – Algo de acuerdo;5 – Algo de acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;Me ayuda a aprender más rápido y a resolver dudas al momento.;Puede hacer que dependamos demasiado de la herramienta.;False;True;True;True;False;2026-04-15T09:01:02
64;33;Mujer;Formación y Desarrollo;3–5 años;Máster;Consultoría;4 – Frecuentemente;LMS con IA;6 – De acuerdo;5 – Algo de acuerdo;4 – Ni de acuerdo ni en desacuerdo;5 – Algo de acuerdo;5 – Algo de acuerdo;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;7 – Totalmente de acuerdo;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;Es útil para entender conceptos difíciles de forma sencilla.;A veces la información no es del todo fiable.;False;False;True;True;False;2026-04-15T09:01:03
65;39;Mujer;Dirección / Gestión;Más de 5 años;Máster;Comercio / Retail;4 – Frecuentemente;ChatGPT;7 – Totalmente de acuerdo;4 – Ni de acuerdo ni en desacuerdo;4 – Ni de acuerdo ni en desacuerdo;4 – Ni de acuerdo ni en desacuerdo;4 – Ni de acuerdo ni en desacuerdo;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;5 – Algo de acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;5 – Algo de acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;7 – Totalmente de acuerdo;4 – Ni de acuerdo ni en desacuerdo ;4 – Ni de acuerdo ni en desacuerdo ;5 – Algo de acuerdo ;7 – Totalmente de acuerdo;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;4 – Ni de acuerdo ni en desacuerdo ;5 – Algo de acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;Ahorra mucho tiempo en la búsqueda de información.;Puede reducir el pensamiento crítico si se usa mal.;True;False;True;False;False;2026-04-15T09:01:04
66;56;Hombre;Dirección / Gestión;Más de 5 años;Doctorado;Sanidad;3 – A veces;Copilot;7 – Totalmente de acuerdo;5 – Algo de acuerdo;4 – Ni de acuerdo ni en desacuerdo;3 – Algo en desacuerdo ;3 – Algo en desacuerdo ;5 – Algo de acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;3 – Algo en desacuerdo;3 – Algo en desacuerdo;4 – Ni de acuerdo ni en desacuerdo ;3 – Algo en desacuerdo;3 – Algo en desacuerdo;3 – Algo en desacuerdo;3 – Algo en desacuerdo;3 – Algo en desacuerdo;3 – Algo en desacuerdo;3 – Algo en desacuerdo;4 – Ni de acuerdo ni en desacuerdo ;4 – Ni de acuerdo ni en desacuerdo ;3 – Algo en desacuerdo;3 – Algo en desacuerdo;3 – Algo en desacuerdo;4 – Ni de acuerdo ni en desacuerdo ;3 – Algo en desacuerdo;3 – Algo en desacuerdo;Permite personalizar el aprendizaje según mis necesidades.;Existe el riesgo de plagio en trabajos académicos.;False;True;True;False;True;2026-04-15T09:01:05
67;60;Hombre;Dirección / Gestión;Más de 5 años;Doctorado;Industria;5 – Muy frecuentemente;Copilot;7 – Totalmente de acuerdo;5 – Algo de acuerdo;4 – Ni de acuerdo ni en desacuerdo;4 – Ni de acuerdo ni en desacuerdo;4 – Ni de acuerdo ni en desacuerdo;5 – Algo de acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;4 – Ni de acuerdo ni en desacuerdo ;4 – Ni de acuerdo ni en desacuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;4 – Ni de acuerdo ni en desacuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;4 – Ni de acuerdo ni en desacuerdo ;4 – Ni de acuerdo ni en desacuerdo ;Me facilita ejemplos prácticos que mejoran la comprensión.;No siempre entiende bien el contexto de lo que se pide.;False;False;True;True;False;2026-04-15T09:01:06
68;20;Mujer;Administración / Finanzas;1–3 años;Grado;Industria;5 – Muy frecuentemente;LMS con IA;7 – Totalmente de acuerdo;6 – De acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;6 – De acuerdo ;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;Está disponible en cualquier momento, lo cual es muy cómodo.;Puede dar respuestas incorrectas con mucha seguridad.;True;True;True;True;False;2026-04-15T09:01:07
69;43;Hombre;Tecnología / IT;Más de 5 años;Máster;Servicios;5 – Muy frecuentemente;Otra;7 – Totalmente de acuerdo;5 – Algo de acuerdo;6 – De acuerdo;5 – Algo de acuerdo;5 – Algo de acuerdo;7 – Totalmente de acuerdo;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;Me ayuda a mejorar mis habilidades de escritura.;Falta de interacción humana en el aprendizaje.;True;True;True;True;True;2026-04-15T09:01:08
70;27;No binario;Tecnología / IT;Más de 5 años;Doctorado;Administración pública;5 – Muy frecuentemente;ChatGPT;6 – De acuerdo;6 – De acuerdo;5 – Algo de acuerdo;6 – De acuerdo;3 – Algo en desacuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;Sirve como apoyo para estudiar de manera más eficiente.;Puede fomentar el aprendizaje superficial.;True;False;True;True;False;2026-04-15T09:01:09
71;54;Hombre;Profesional independiente / Freelance;Más de 5 años;Doctorado;Comercio / Retail;5 – Muy frecuentemente;LMS con IA;6 – De acuerdo;4 – Ni de acuerdo ni en desacuerdo;3 – Algo en desacuerdo ;3 – Algo en desacuerdo ;3 – Algo en desacuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;6 – De acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;Sirve como apoyo para estudiar de manera más eficiente.;Puede fomentar el aprendizaje superficial.;False;False;False;True;False;2026-04-15T09:01:10
72;34;Mujer;Educación / Investigación;Más de 5 años;Doctorado;Banca / Finanzas;5 – Muy frecuentemente;LMS con IA;7 – Totalmente de acuerdo;5 – Algo de acuerdo;6 – De acuerdo;5 – Algo de acuerdo;5 – Algo de acuerdo;4 – Ni de acuerdo ni en desacuerdo ;4 – Ni de acuerdo ni en desacuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;Me da nuevas ideas que no había considerado antes.;No sustituye la experiencia de un profesor real.;True;True;True;True;False;2026-04-15T09:01:11
73;56;Hombre;Educación / Investigación;Más de 5 años;Doctorado;Servicios;5 – Muy frecuentemente;LMS con IA;7 – Totalmente de acuerdo;5 – Algo de acuerdo;6 – De acuerdo;5 – Algo de acuerdo;5 – Algo de acuerdo;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;3 – Algo en desacuerdo;5 – Algo de acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;4 – Ni de acuerdo ni en desacuerdo ;4 – Ni de acuerdo ni en desacuerdo ;5 – Algo de acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;4 – Ni de acuerdo ni en desacuerdo ;4 – Ni de acuerdo ni en desacuerdo ;Facilita el acceso a información actualizada.;Puede generar información desactualizada.;False;False;True;True;True;2026-04-15T09:01:12
74;24;Hombre;Tecnología / IT;Más de 5 años;Grado;Banca / Finanzas;5 – Muy frecuentemente;Otra;6 – De acuerdo;6 – De acuerdo;6 – De acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;6 – De acuerdo ;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;6 – De acuerdo ;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;5 – Algo de acuerdo ;6 – De acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;Mejora la organización del estudio.;Riesgo de perder habilidades básicas si se abusa de ella.;False;True;True;True;True;2026-04-15T09:01:13
75;35;Mujer;Recursos Humanos;Más de 5 años;Doctorado;Consultoría;5 – Muy frecuentemente;Copilot;7 – Totalmente de acuerdo;6 – De acuerdo;6 – De acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;6 – De acuerdo ;6 – De acuerdo ;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;6 – De acuerdo ;6 – De acuerdo ;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;6 – De acuerdo ;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;Me permite aprender a mi ritmo y repetir lo que no entiendo.;Puede generar dependencia si se usa en exceso;False;True;True;False;False;2026-04-15T09:01:14
76;39;Hombre;Operaciones / Producción;Más de 5 años;Doctorado;Comercio / Retail;4 – Frecuentemente;Copilot;7 – Totalmente de acuerdo;4 – Ni de acuerdo ni en desacuerdo;4 – Ni de acuerdo ni en desacuerdo;4 – Ni de acuerdo ni en desacuerdo;4 – Ni de acuerdo ni en desacuerdo;7 – Totalmente de acuerdo;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;6 – De acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;Me ayuda a resolver dudas rápidas sin depender siempre de otra persona.;A veces la información no es completamente precisa.;False;True;True;False;False;2026-04-15T09:01:15
77;34;Mujer;Formación y Desarrollo;Más de 5 años;Doctorado;Educación;5 – Muy frecuentemente;Copilot;6 – De acuerdo;6 – De acuerdo;5 – Algo de acuerdo;6 – De acuerdo;6 – De acuerdo;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;7 – Totalmente de acuerdo;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;4 – Ni de acuerdo ni en desacuerdo ;5 – Algo de acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;Hace el aprendizaje más accesible desde cualquier lugar.;Puede reducir el pensamiento crítico si no se cuestiona lo que dice.;False;True;True;True;False;2026-04-15T09:01:16
78;45;Hombre;Formación y Desarrollo;Más de 5 años;Grado;Consultoría;4 – Frecuentemente;Otra;7 – Totalmente de acuerdo;6 – De acuerdo;7 – Totalmente de acuerdo;6 – De acuerdo;6 – De acuerdo;7 – Totalmente de acuerdo;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;6 – De acuerdo ;5 – Algo de acuerdo ;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;Me ofrece ejemplos prácticos que facilitan entender conceptos complejos.;Existe el riesgo de confiar demasiado sin verificar fuentes.;True;False;False;True;True;2026-04-15T09:01:17
79;43;Mujer;Comercial / Ventas / Marketing;Más de 5 años;Grado;Servicios;5 – Muy frecuentemente;Copilot;6 – De acuerdo;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;4 – Ni de acuerdo ni en desacuerdo;6 – De acuerdo;6 – De acuerdo ;6 – De acuerdo ;3 – Algo en desacuerdo;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;3 – Algo en desacuerdo;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;3 – Algo en desacuerdo;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;Que va a mi ritmo de necesidad ;Dependencia ;True;True;True;False;False;2026-04-15T09:01:18
80;39;Mujer;Profesional independiente / Freelance;Más de 5 años;Máster;Comercio / Retail;5 – Muy frecuentemente;Copilot;6 – De acuerdo;4 – Ni de acuerdo ni en desacuerdo;5 – Algo de acuerdo;4 – Ni de acuerdo ni en desacuerdo;4 – Ni de acuerdo ni en desacuerdo;6 – De acuerdo ;6 – De acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;7 – Totalmente de acuerdo;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;Puefo utilizar para mi trabajo! ;Dependencia! ;True;True;True;True;False;2026-04-15T09:01:19
81;44;Mujer;Recursos Humanos;Más de 5 años;Máster;Sanidad;5 – Muy frecuentemente;Copilot;6 – De acuerdo;6 – De acuerdo;5 – Algo de acuerdo;5 – Algo de acuerdo;3 – Algo en desacuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;Ayuda a crear formación adaptadas a los necesidades.;Dependia ;True;True;True;True;True;2026-04-15T09:01:20
